id,class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
9323,p,10.42,x,,n,f,p,,p,10.7,33.58,c,,n,,,f,f,p,d,a
9324,e,10.93,x,,n,f,s,c,g,9.04,22.38,b,,u,,,f,f,,g,a
9325,p,1.43,x,g,n,f,d,d,n,1.99,2.49,,s,n,,,f,f,,h,a
9326,p,2.96,s,w,n,t,d,c,n,3.4,5.79,,,n,,,f,f,,d,u
9327,e,11.36,x,e,g,f,a,c,w,7.86,22.72,s,,w,,,f,f,,d,w
9328,p,5.05,f,d,o,f,a,c,o,3.99,6.49,,,o,,,f,f,,d,u
9329,e,4.21,x,t,y,f,a,c,y,3.96,10.8,,,w,,,f,f,,d,a
9330,e,3.94,b,g,w,f,x,d,w,5.21,3.57,,,y,,,f,f,,g,u
9331,e,4.24,x,s,o,f,p,,n,4.76,10.04,,,n,,,f,f,,d,a
9332,p,4.88,x,t,n,f,s,,n,5.12,6.77,,y,n,,,f,f,,d,a
9333,p,8.44,x,y,n,f,a,c,y,9.19,10.62,,y,y,,,t,,,d,s
9334,p,5.84,x,d,n,f,d,c,y,6.37,7.0,,i,n,,,t,,,d,a
9335,p,3.11,s,s,w,f,d,c,w,2.92,6.56,,,w,,,f,f,,d,a
9336,p,4.31,b,s,y,f,,c,k,8.81,6.94,,,y,u,w,t,z,k,d,a
9337,p,4.3,f,l,e,f,x,d,e,4.87,4.94,,,n,,,f,f,,l,u
9338,e,4.55,x,h,n,f,a,d,w,5.32,4.54,,s,o,,,f,f,,d,w
9339,e,3.42,x,,y,f,a,c,o,2.72,8.22,,,w,,,f,f,,d,a
9340,p,4.0,c,i,y,f,,c,r,6.44,6.93,,,w,,,f,f,,d,a
9341,e,1.75,x,g,n,f,a,,w,6.31,2.09,,t,y,,,f,f,,d,a
9342,e,20.83,f,d,e,f,p,,n,17.81,35.62,s,y,w,,,f,f,,d,a
9343,e,13.21,f,s,n,f,a,d,k,7.87,22.91,,,w,,,f,f,w,d,a
9344,p,4.53,x,t,l,f,s,c,g,5.9,6.9,,y,w,,,f,f,u,g,a
9345,p,1.17,b,t,y,f,,c,g,2.91,2.56,,,n,,,t,f,,m,a
9346,e,3.84,x,,y,f,a,c,y,3.19,7.63,,,w,,,f,f,,d,a
9347,p,5.79,f,k,n,f,p,,n,3.44,6.33,,k,n,,,t,f,,d,u
9348,e,7.86,f,s,o,f,s,,n,9.15,12.55,,i,n,,,f,f,,d,a
9349,e,9.13,x,y,y,f,,,w,7.63,25.35,b,,n,,w,t,e,,d,u
9350,p,5.64,f,,e,f,s,d,y,6.01,15.37,,i,y,,,f,f,,d,u
9351,p,8.74,x,s,n,f,s,,g,6.29,8.66,,y,n,,,f,f,,d,a
9352,e,7.93,x,,g,f,a,,w,7.69,14.64,,,g,,,f,f,,d,u
9353,e,2.5,f,y,n,f,d,d,p,7.05,3.75,,i,n,,,f,f,,l,a
9354,e,8.05,x,,g,f,a,,w,7.82,13.91,,,w,,,f,f,,g,u
9355,e,6.66,s,,y,f,a,c,w,5.94,13.7,,,g,,,f,f,,d,w
9356,e,7.66,x,s,n,t,p,,y,7.23,16.39,,,n,,w,t,p,,d,u
9357,p,2.85,f,w,r,f,a,,y,4.49,5.67,,t,r,,,f,f,,d,a
9358,p,5.82,c,e,y,t,x,c,p,6.23,12.8,,,w,,,f,f,,g,a
9359,e,3.52,f,g,g,f,a,d,g,4.77,3.1,,s,n,,,f,f,,d,w
9360,p,1.62,x,,n,f,,,n,4.58,2.3,,s,n,,,f,f,k,g,u
9361,p,3.17,o,,k,f,f,f,f,3.34,15.52,,g,n,,,f,f,,d,a
9362,p,6.96,x,e,e,f,a,,n,9.29,11.23,,,y,,w,t,z,,d,a
9363,p,1.24,x,g,w,f,a,d,w,3.91,1.49,,,e,,,f,f,,l,u
9364,p,2.94,f,,n,f,x,c,p,7.25,3.58,,,n,,,f,f,,d,a
9365,e,0.87,f,g,n,f,a,,g,5.23,1.62,,,g,,,f,f,,l,u
9366,e,10.34,x,i,n,t,e,,p,8.96,16.62,,y,w,,,t,l,,d,a
9367,p,1.95,b,t,n,f,,c,n,7.38,2.49,,,n,,,t,f,,m,u
9368,p,15.19,x,e,n,t,p,,y,8.4,28.97,c,,y,,,f,f,,d,u
9369,e,6.53,x,h,n,f,x,c,w,5.44,6.57,,s,n,,,t,r,,d,u
9370,p,1.16,s,s,y,f,f,f,f,2.89,5.23,,,y,,,f,f,,d,u
9371,e,8.6,x,y,n,f,e,c,p,5.16,13.14,,,w,,,t,r,,w,u
9372,e,3.27,x,d,n,f,p,,n,4.55,10.16,,,n,,,f,f,,d,a
9373,e,6.35,x,,w,f,e,,w,5.79,11.83,b,,w,u,y,t,g,,d,a
9374,e,12.65,x,y,n,t,e,,w,9.78,17.63,,,w,,,t,,,g,u
9375,e,4.75,f,y,g,f,s,,g,4.77,8.31,,,w,,,f,f,,d,w
9376,p,3.77,s,w,o,t,d,c,y,4.19,6.49,,,n,,,f,f,,d,u
9377,p,7.56,s,h,n,t,d,,g,4.76,12.22,,t,n,,,f,f,,d,u
9378,p,6.14,x,i,y,f,a,c,n,7.53,7.34,,i,n,,k,t,z,k,d,a
9379,e,1.52,c,g,n,f,a,,g,5.24,1.36,,,g,,,f,f,,d,u
9380,e,8.36,x,,g,f,a,,w,7.89,14.65,,,w,,,f,f,,d,a
9381,p,2.16,s,s,g,f,d,c,y,2.8,6.28,,,w,,,f,f,,d,u
9382,p,6.03,x,s,n,f,s,c,g,4.64,8.59,,,n,,,f,f,,d,a
9383,e,11.37,f,,g,f,d,c,y,2.5,13.94,,,w,,,f,f,,d,w
9384,e,1.48,x,g,y,f,d,,w,5.92,2.02,,t,y,,,f,f,,h,u
9385,p,10.34,f,t,n,t,d,c,n,5.93,11.93,,,n,,,f,f,,d,u
9386,p,8.48,s,t,p,t,d,c,p,7.22,12.61,,,p,,,t,f,,d,a
9387,p,6.57,p,s,n,f,,,g,11.45,14.6,,s,w,,,t,z,,g,a
9388,p,4.74,b,s,k,f,e,,y,7.29,7.78,,,y,,,f,f,,m,u
9389,p,4.38,f,k,n,f,s,,p,4.39,4.42,,,n,,,f,f,p,g,a
9390,e,9.64,x,s,n,f,e,c,p,8.38,10.7,,i,n,,,f,f,p,d,a
9391,p,2.95,s,s,g,f,d,c,w,2.65,7.14,,,w,,,f,f,,g,a
9392,e,6.18,s,,n,f,d,c,w,4.73,7.57,,s,w,,,f,f,,d,u
9393,p,7.08,x,k,n,f,a,c,y,9.32,9.36,,y,y,,,t,,,d,a
9394,p,3.62,x,i,e,f,,,e,4.49,6.33,,,e,,,f,f,n,d,u
9395,p,1.1,b,t,y,f,,c,k,3.71,2.68,,,n,,,t,f,,m,u
9396,p,1.55,p,t,n,f,a,c,n,6.69,2.48,,t,y,,,t,e,,m,s
9397,e,5.47,x,h,g,f,a,d,n,5.92,5.26,,t,w,,,t,l,,d,a
9398,p,7.07,f,h,e,f,x,,w,15.02,8.73,r,g,n,,,f,f,,d,a
9399,p,1.32,b,h,n,f,a,,n,4.22,1.38,,t,n,,,f,f,,h,a
9400,e,9.51,x,s,n,f,e,c,p,6.95,9.93,,i,n,,,f,f,p,d,s
9401,p,4.18,b,t,n,f,x,c,p,5.91,4.83,,i,n,,,f,f,,m,a
9402,p,3.71,f,,w,f,a,c,w,5.74,3.7,,i,u,,,f,f,,d,a
9403,p,3.41,f,y,o,f,d,,y,3.55,5.11,,,y,,,f,f,,m,a
9404,e,3.49,x,h,n,f,,c,n,5.87,6.14,,s,w,,w,f,f,k,d,u
9405,e,11.44,f,,b,f,d,c,w,2.55,14.33,,,w,,,f,f,,d,u
9406,e,0.89,p,g,g,f,,,g,2.69,1.29,,,w,,,f,f,,d,s
9407,e,1.51,x,w,g,f,,d,k,4.83,2.46,,,w,,,f,f,,g,s
9408,e,12.4,x,t,y,t,x,c,y,7.42,18.35,,,w,,,f,f,,d,a
9409,p,4.55,b,t,n,f,,,n,11.41,6.22,,,w,,,t,,k,g,a
9410,e,7.27,f,,n,f,x,c,w,7.51,19.46,,s,w,,,f,f,,d,u
9411,e,9.38,o,,n,f,,,w,5.14,23.72,,,n,,,f,f,,d,w
9412,p,5.9,c,k,y,t,x,c,p,6.06,8.81,,,w,,,f,f,,d,u
9413,e,9.44,f,,n,t,,,w,11.95,18.1,b,,w,u,w,t,g,,d,a
9414,p,1.6,x,s,y,f,d,,w,6.79,2.48,,t,y,,,f,f,,d,u
9415,p,1.37,x,,n,f,,,k,4.65,2.28,,s,n,,,f,f,k,g,u
9416,e,7.77,x,y,n,f,e,c,w,6.33,10.95,,y,n,,,f,f,,d,u
9417,p,12.0,x,,g,f,e,,w,11.02,13.94,,,w,u,w,t,g,,d,u
9418,p,2.0,b,,g,f,a,,g,4.93,1.85,,s,n,,,f,f,,d,a
9419,e,10.18,x,e,l,f,x,c,w,7.66,21.34,,,w,,,f,f,,d,u
9420,e,7.3,f,,u,f,s,c,b,7.39,18.07,,,b,,,f,f,,l,a
9421,p,3.5,f,h,n,f,,,k,9.25,5.91,,,w,,,t,,k,g,w
9422,p,2.16,x,i,l,f,a,,p,4.73,2.56,,,w,,,f,f,p,g,a
9423,e,2.74,s,d,n,t,d,c,p,3.81,5.95,,,n,,,f,f,,d,a
9424,e,49.63,o,y,n,f,p,,y,5.84,31.42,,k,k,,,f,f,,d,s
9425,p,17.59,x,g,e,f,p,,y,5.12,34.27,,,n,,,f,f,,d,w
9426,p,4.54,b,t,n,f,,,k,10.11,5.84,,,w,,,t,,k,g,a
9427,p,1.49,b,,n,f,a,,g,5.17,2.3,,s,g,,,f,f,,d,u
9428,e,11.45,x,s,y,f,x,,n,5.68,18.65,,,w,,,f,f,,d,u
9429,e,3.97,x,k,n,f,p,,e,5.26,10.14,,,n,,,f,f,,d,a
9430,e,6.74,s,,n,f,d,c,w,6.7,8.03,,s,w,,,f,f,,h,u
9431,e,5.82,x,s,b,f,x,c,w,6.15,9.22,,s,n,,,f,f,,l,a
9432,e,3.58,x,k,n,f,p,,e,3.93,9.89,,,n,,,f,f,,d,u
9433,e,7.39,f,s,n,f,s,c,w,5.36,9.98,b,i,n,,,f,f,,m,a
9434,e,11.35,f,s,n,t,e,,g,10.04,17.51,s,,w,,,t,l,,m,u
9435,e,3.14,x,d,e,f,a,c,e,4.28,7.14,,,o,,,f,f,,g,u
9436,e,0.8,x,g,n,t,a,,w,4.92,0.8,,,n,,,f,f,,h,a
9437,p,1.59,b,h,n,f,a,,n,4.13,1.39,,t,n,,,f,f,,h,a
9438,p,7.38,x,d,e,t,d,c,n,6.51,9.71,,,n,,,f,f,,d,u
9439,e,17.03,d,t,n,f,p,,y,15.9,77.78,,,n,,,f,f,,d,u
9440,e,3.09,x,,b,f,,d,u,6.61,4.85,,,w,,,f,f,,d,w
9441,e,9.36,x,h,n,t,p,,y,7.48,18.11,,,n,,w,t,p,,d,a
9442,e,7.77,x,,e,f,x,c,w,7.17,17.86,,s,w,,,f,f,,d,a
9443,p,10.3,s,,w,t,d,,o,7.57,14.05,,,w,,,t,f,,d,u
9444,e,7.88,x,s,w,f,s,c,w,5.82,26.12,,,w,,,f,f,,g,a
9445,e,6.15,s,,n,f,d,c,w,5.88,8.7,,s,w,,,f,f,,h,a
9446,p,2.1,b,,n,f,a,,g,4.73,1.99,,s,g,,,f,f,,d,a
9447,p,12.2,f,,n,f,e,,w,10.93,16.31,,,w,u,w,t,e,,d,u
9448,p,3.78,f,w,u,f,a,c,u,6.17,7.13,,s,u,,,f,f,,g,a
9449,e,8.57,x,d,w,f,s,c,w,7.19,22.85,,,w,,,f,f,,d,s
9450,p,2.56,x,g,e,f,a,,p,7.23,2.51,,,n,,,f,f,,d,u
9451,p,2.99,x,d,w,f,a,d,w,3.38,2.42,,h,w,,,f,f,,g,a
9452,e,3.12,x,w,y,f,f,f,f,5.69,13.53,,,y,,,f,f,,d,u
9453,e,10.04,s,,g,f,s,c,b,7.95,20.87,,,b,,,f,f,,l,w
9454,p,3.13,f,w,o,t,d,c,n,3.87,6.19,,,n,,,f,f,,d,u
9455,p,9.53,x,,n,f,p,,w,10.47,29.44,c,,n,,,f,f,p,d,a
9456,p,6.21,x,,n,f,d,c,y,5.73,10.6,b,,n,,,f,f,,d,a
9457,p,4.24,b,t,n,f,x,c,p,5.82,4.92,,i,g,,,f,f,,m,u
9458,e,4.52,x,t,n,f,d,,o,5.83,7.17,,t,w,,,f,f,,d,w
9459,p,6.58,o,k,r,f,,c,o,1.41,14.7,,,n,,,f,f,,d,a
9460,e,15.16,f,e,n,f,d,c,w,7.25,23.41,s,,w,,,f,f,,d,a
9461,e,0.86,p,g,g,f,,,g,3.07,1.53,,,w,,,f,f,,d,a
9462,p,2.82,f,s,g,f,d,c,w,2.95,6.38,,,w,,,f,f,,g,a
9463,p,6.89,x,t,n,f,x,,w,14.77,8.07,r,g,n,,,f,f,,d,u
9464,p,0.86,x,g,o,f,,,y,3.69,0.84,,,y,,,f,f,,d,u
9465,e,7.59,s,,n,f,,,w,4.03,21.06,,,n,,,f,f,,d,u
9466,e,48.57,o,y,y,f,p,,y,6.27,39.05,,k,k,,,f,f,,d,u
9467,p,14.89,f,g,e,f,e,,w,17.96,17.97,s,y,w,u,w,t,p,,d,w
9468,p,7.17,c,k,y,t,x,c,p,8.09,14.12,,,w,,,f,f,,g,u
9469,p,3.33,x,s,y,f,,c,r,8.03,5.46,,,y,u,w,t,z,r,d,a
9470,p,4.19,x,h,n,f,a,c,n,4.82,6.21,,y,o,,,t,z,,d,a
9471,p,1.75,b,t,y,f,,c,g,5.26,2.61,,,n,,,f,f,,g,u
9472,e,8.46,f,,w,f,d,c,w,2.41,12.83,,,w,,,f,f,,d,a
9473,e,16.8,x,e,n,t,e,,w,9.01,16.98,,,w,,,t,,,d,u
9474,p,1.05,x,g,w,f,a,d,w,3.16,1.76,,,e,,,f,f,,l,u
9475,e,1.13,p,g,w,f,,,g,3.43,1.75,,,w,,,f,f,,d,w
9476,e,7.88,f,s,u,f,a,c,w,5.08,16.89,,,w,,,f,f,,d,w
9477,p,8.12,x,e,n,f,a,,n,9.41,12.82,s,,n,,n,f,f,,h,a
9478,p,2.35,b,g,y,f,,c,n,4.82,2.61,,,n,,,f,f,,d,u
9479,e,6.23,p,,g,f,f,f,f,6.0,21.12,,,n,,,f,f,,d,u
9480,p,7.57,x,t,n,f,s,c,n,5.31,12.34,,,w,,,t,z,,d,a
9481,p,4.47,x,h,n,f,a,c,n,5.16,6.35,,y,n,,,t,z,,d,w
9482,e,7.93,f,s,n,f,s,c,w,6.77,11.32,b,i,n,,,f,f,,g,a
9483,e,7.09,x,e,l,f,x,c,w,6.54,16.82,,,w,,,f,f,,d,u
9484,e,6.9,f,h,n,f,s,,y,9.29,12.01,,i,n,,,f,f,,d,a
9485,p,7.71,f,y,e,f,s,c,y,9.0,17.35,,y,u,,,f,f,,d,a
9486,e,4.07,f,h,n,f,,c,n,6.33,7.38,,s,w,,,f,f,k,d,u
9487,p,16.62,f,k,n,f,d,c,y,5.95,37.43,,k,k,,,f,f,,d,a
9488,p,4.25,x,t,o,f,a,c,n,5.75,7.23,,y,n,,,t,z,,d,a
9489,e,18.3,x,t,n,f,a,d,k,6.96,19.93,,,w,,,f,f,w,d,w
9490,p,8.05,f,t,y,f,x,c,y,4.4,12.44,,,y,,,f,f,,d,a
9491,e,3.64,b,g,w,f,x,d,w,4.94,3.36,,,y,,,f,f,,g,u
9492,p,0.9,b,t,n,f,,c,g,4.28,2.6,,,n,,,t,f,,g,a
9493,e,2.23,x,,b,f,,d,u,4.93,4.03,,,w,,,f,f,,d,a
9494,e,10.43,f,e,b,f,,c,b,5.21,20.88,,,w,,,t,f,,d,a
9495,p,3.55,x,t,n,f,s,c,n,6.14,8.76,,,w,,n,t,z,,d,u
9496,e,1.25,x,w,n,f,,d,g,4.62,2.41,,,w,,,f,f,,g,w
9497,e,12.32,s,,w,t,d,c,p,6.91,25.33,,,w,,,f,f,,d,a
9498,e,12.11,x,s,y,f,x,,n,6.37,21.93,,,n,,,f,f,,d,w
9499,p,3.91,x,h,l,f,s,c,g,5.96,8.28,,y,w,,,t,e,k,g,u
9500,e,3.51,b,g,g,f,a,d,g,5.49,2.84,,s,n,,,f,f,,d,s
9501,e,8.13,x,h,n,f,p,d,y,7.73,12.52,,s,n,,,f,f,,g,a
9502,p,3.45,x,i,e,f,,,e,3.89,4.29,,,e,,,f,f,n,d,a
9503,p,5.08,c,i,y,f,,c,n,6.74,7.49,,,w,,,f,f,,d,u
9504,p,5.29,s,d,y,f,d,c,o,3.73,6.01,,,o,,,f,f,,h,u
9505,e,11.16,p,i,n,t,e,,p,9.39,17.71,,y,w,,,t,p,,d,a
9506,e,6.44,x,y,w,f,e,c,n,4.24,11.83,,,w,,w,t,e,,m,u
9507,e,3.17,b,y,n,f,,c,n,6.82,3.32,,,w,,,f,f,,d,u
9508,p,1.34,x,s,n,f,a,,w,5.21,2.03,,t,y,,,f,f,,d,u
9509,p,15.53,f,k,n,f,d,c,y,6.19,35.83,,k,k,,,f,f,,d,a
9510,p,3.31,x,t,r,f,s,c,g,7.46,8.3,,y,l,,,t,e,k,g,u
9511,e,4.91,x,i,n,f,e,c,p,4.22,10.06,,,w,,,f,f,,w,w
9512,p,3.8,f,d,n,f,x,c,y,4.81,3.02,b,s,n,,,f,f,,l,u
9513,e,7.59,s,t,o,t,d,c,o,5.39,17.25,,,w,,,f,f,,d,a
9514,e,51.27,o,y,y,f,p,,y,6.01,26.49,,k,k,,,f,f,,d,u
9515,e,6.11,x,,y,f,e,,w,5.93,12.52,b,,w,u,y,t,g,,d,a
9516,e,6.92,x,t,y,f,p,,y,7.33,14.59,,,y,,y,t,,,d,u
9517,e,9.53,s,t,w,t,d,c,o,5.79,17.71,,,w,,,f,f,,d,a
9518,e,2.88,f,y,n,f,d,d,p,6.04,3.51,,i,n,,,f,f,,l,a
9519,e,4.04,s,d,u,t,d,c,p,4.7,6.26,,,g,,,f,f,,d,a
9520,e,8.49,x,d,n,t,p,,y,6.67,14.62,,,y,,,f,f,,d,a
9521,e,6.0,s,,n,f,d,c,w,4.83,8.13,,s,w,,,f,f,,d,a
9522,e,6.84,f,g,o,f,s,,y,9.21,12.87,,i,n,,,f,f,,d,a
9523,e,11.31,s,t,p,t,d,c,o,5.9,17.32,,,w,,,f,f,,d,a
9524,e,5.89,x,,n,f,x,c,w,8.62,10.06,b,,w,,w,t,,,g,a
9525,p,2.36,x,g,e,f,a,,w,5.7,2.28,,,n,,,f,f,,d,u
9526,p,3.49,x,y,n,f,a,,w,5.95,3.67,,y,y,,,t,r,,g,a
9527,e,11.48,x,s,n,f,x,,n,6.96,19.41,,,n,,,t,p,,d,w
9528,p,7.58,x,t,e,f,x,d,w,5.88,15.8,b,,w,,,f,f,,d,u
9529,e,6.28,f,,u,f,a,c,w,4.27,13.91,,,w,,,f,f,,d,a
9530,e,11.27,x,s,w,t,e,,n,7.58,18.44,s,,w,,,t,r,,m,a
9531,p,2.83,b,,k,f,a,,n,8.6,2.53,,,g,,w,f,f,k,g,a
9532,e,5.18,x,y,n,f,e,c,p,5.55,10.02,,y,n,,,f,f,,d,u
9533,e,18.06,x,d,n,f,p,,n,14.29,36.13,s,,w,,,f,f,,d,a
9534,p,7.56,s,h,g,t,d,,w,4.73,13.2,,t,r,,,f,f,,d,u
9535,e,6.86,x,t,n,t,p,,n,7.82,19.77,,,w,,,f,f,,d,a
9536,e,3.48,x,g,w,f,x,d,w,4.71,2.57,,,y,,,f,f,,g,a
9537,p,6.82,x,s,n,f,s,,n,5.22,7.06,,y,n,,,f,f,,d,w
9538,p,3.25,b,y,n,f,,c,g,6.59,4.68,,s,w,,,f,f,,d,a
9539,p,3.89,b,y,n,f,,c,u,6.21,4.56,s,s,w,,,f,f,,d,a
9540,p,4.24,b,t,n,f,x,c,p,6.05,5.13,,i,g,,,f,f,,d,a
9541,e,9.39,s,,n,f,s,c,b,7.69,20.85,,,u,,,f,f,,l,u
9542,e,8.23,f,g,n,f,s,,y,8.83,10.76,,i,o,,,f,f,,d,a
9543,e,6.82,x,,n,t,,,w,10.19,14.82,b,,w,u,w,t,g,,d,a
9544,p,4.45,f,l,n,f,x,d,e,5.32,4.67,,,n,,,f,f,,d,a
9545,e,6.92,o,,n,f,f,f,f,6.47,20.72,,,n,,,f,f,,l,s
9546,p,16.07,x,g,o,f,p,,y,4.65,35.85,,,n,,,f,f,,d,a
9547,p,9.78,p,,n,f,p,,w,8.63,28.85,c,,n,,,f,f,p,d,u
9548,e,11.58,f,,w,f,d,c,y,2.59,13.93,,,w,,,f,f,,d,a
9549,e,0.67,c,g,e,t,a,,w,4.83,0.91,,,n,,,f,f,,h,u
9550,p,1.97,p,t,n,f,a,c,g,6.46,2.33,,t,y,,,t,e,,m,u
9551,e,7.83,f,s,w,f,s,c,w,6.71,32.46,,,w,,,f,f,,m,u
9552,p,9.41,x,h,r,f,,c,k,11.32,15.82,,,w,u,w,t,g,,d,a
9553,e,5.95,s,,n,f,d,c,w,5.92,8.33,,s,w,,,f,f,,l,a
9554,p,7.42,p,y,n,f,,,p,14.99,17.19,,,w,,,f,f,,d,u
9555,p,3.88,f,t,n,f,x,c,p,5.92,4.01,,i,g,,,f,f,,m,u
9556,e,13.26,x,t,n,t,p,,y,9.29,23.65,,,n,,,f,f,,d,a
9557,p,5.1,x,,p,f,,c,w,3.58,12.48,,,y,,,f,f,,d,a
9558,p,3.4,x,y,y,f,a,,w,5.15,3.58,,,y,,,t,r,,h,u
9559,p,5.99,f,y,e,f,s,c,y,6.18,9.94,,y,e,,,f,f,,d,a
9560,e,5.05,s,,n,f,d,c,w,5.16,8.7,,s,w,,,f,f,,l,a
9561,p,8.39,p,y,n,f,,,k,16.38,18.7,,,w,,,f,f,,d,a
9562,e,14.62,s,e,n,f,d,c,w,11.41,26.38,s,,w,,,f,f,,l,u
9563,p,2.44,b,g,y,f,,c,n,5.99,2.59,,,n,,,f,f,,g,s
9564,e,5.22,x,s,n,f,x,c,w,7.01,9.93,,s,n,,,f,f,,d,s
9565,e,12.46,f,s,w,f,e,c,w,23.28,13.2,,s,w,,,t,e,,d,s
9566,p,4.0,x,t,y,f,a,c,y,5.92,7.89,,g,o,,,f,f,,g,a
9567,e,5.78,x,y,n,f,e,c,p,4.71,12.12,,,w,,,t,l,,w,u
9568,e,6.02,f,y,w,f,e,c,n,5.0,12.58,,,w,,w,t,e,,g,a
9569,p,10.94,x,e,y,t,p,,e,11.04,28.68,,,e,,,f,f,,d,a
9570,p,6.24,x,s,g,t,s,d,r,4.77,13.31,r,y,n,,,f,f,,d,a
9571,e,3.04,x,k,n,f,p,,y,4.97,10.06,,,y,,,f,f,,d,a
9572,e,3.7,f,g,g,f,a,d,g,6.23,3.31,,s,g,,,f,f,,d,s
9573,p,4.17,f,k,y,f,p,,n,3.97,6.33,,k,n,,,t,f,,d,u
9574,p,5.25,x,l,w,f,d,,w,3.32,7.99,,,w,,,f,f,,g,u
9575,p,5.35,s,k,n,f,p,,n,3.99,5.42,,k,n,,,t,f,,d,u
9576,p,6.41,x,t,n,f,x,c,y,6.31,16.65,,,y,,,f,f,,d,a
9577,p,6.4,s,t,n,f,x,c,y,4.89,15.27,,,y,,,f,f,,d,a
9578,p,0.7,x,g,e,f,a,,n,4.05,0.98,,s,k,,,f,f,,d,u
9579,p,6.27,f,h,n,f,x,,w,14.73,7.32,r,g,n,,,f,f,,d,a
9580,e,2.92,f,d,g,t,d,c,p,2.58,4.74,,,n,,,f,f,,d,u
9581,p,2.88,x,y,o,f,d,,o,2.88,5.28,,,o,,,f,f,,m,a
9582,p,4.77,f,l,y,f,x,d,n,6.32,5.05,,,n,,,f,f,,d,a
9583,p,2.64,f,s,w,f,d,c,w,2.46,6.45,,,w,,,f,f,,g,a
9584,e,9.27,s,t,p,t,d,c,o,5.96,13.19,,,w,,,f,f,,d,a
9585,e,6.8,x,d,y,t,p,,y,5.75,12.98,,,e,,,f,f,,d,a
9586,e,1.36,x,g,n,f,,d,g,4.94,2.4,,,w,,,f,f,,g,a
9587,e,10.36,s,s,y,f,x,,n,7.08,21.22,,,p,,,f,f,,d,w
9588,e,14.67,f,d,o,f,p,,w,18.14,31.82,s,y,w,,,f,f,,d,w
9589,e,6.93,f,s,n,f,s,c,w,6.03,10.45,b,i,n,,,f,f,,l,a
9590,p,5.96,x,d,n,t,d,c,w,7.06,9.15,,,e,,,f,f,,d,a
9591,e,6.77,x,,g,t,p,,g,9.46,23.26,,y,w,,,f,f,,d,a
9592,e,9.05,s,t,w,t,d,c,o,5.73,16.9,,,w,,,f,f,,d,a
9593,p,3.88,x,h,n,f,a,c,n,4.13,5.91,,y,o,,,t,z,,d,a
9594,e,0.72,b,g,w,f,,,g,2.57,1.38,,,w,,,f,f,,d,a
9595,p,9.38,p,,n,f,p,,w,8.21,27.65,c,,n,,,f,f,p,d,u
9596,p,6.98,x,y,w,t,,,p,6.93,12.15,s,,w,,,t,l,,g,u
9597,e,14.18,x,y,n,t,e,,w,9.05,16.46,,,w,,,t,,,d,a
9598,p,3.45,f,d,n,f,x,c,w,4.85,3.47,b,i,n,,,f,f,,l,a
9599,p,6.39,x,,y,f,s,d,y,4.81,11.42,,i,y,,,f,f,,d,a
9600,e,6.21,s,,n,f,d,c,w,5.0,8.11,,s,w,,,f,f,,h,a
9601,p,3.58,b,y,w,f,e,c,w,4.52,3.43,,k,w,,,t,e,,d,u
9602,p,3.32,x,y,n,f,a,,w,5.35,3.29,,y,y,,,t,r,,h,u
9603,e,10.04,x,s,n,t,e,,n,7.96,17.36,,,w,,,t,p,,d,u
9604,e,2.75,b,y,n,f,,c,k,7.08,3.7,,,w,,,f,f,,d,u
9605,p,3.74,f,t,n,f,x,c,p,4.76,3.4,,i,g,,,f,f,,g,u
9606,e,6.14,s,,n,f,d,c,w,6.04,8.62,,s,w,,,f,f,,d,a
9607,e,1.35,x,s,y,f,a,,w,6.06,2.08,,t,y,,,f,f,,d,u
9608,e,7.99,o,,n,f,,,w,4.66,25.01,,,n,,,f,f,,d,a
9609,e,7.95,x,h,n,f,p,d,y,6.36,12.17,,s,n,,,f,f,,h,u
9610,p,1.25,b,,n,f,a,,g,4.25,1.7,,s,n,,,f,f,,d,u
9611,e,5.14,p,,n,f,f,f,f,5.35,20.15,,,n,,,f,f,,l,s
9612,p,6.72,s,,y,t,d,,o,4.45,11.95,,,w,,,t,f,,d,a
9613,p,2.28,f,h,n,f,,,n,8.01,3.08,,,y,,,f,f,,g,u
9614,e,6.12,f,s,b,f,x,c,w,5.36,6.91,,s,n,,,f,f,,l,a
9615,p,10.11,x,s,n,f,s,,y,7.27,17.77,,i,n,,,f,f,,d,u
9616,p,11.35,x,t,n,f,a,d,w,11.77,33.89,,,w,,,f,f,,d,a
9617,p,3.79,b,y,n,f,,c,w,6.1,4.5,s,s,w,,,f,f,,d,u
9618,p,4.05,f,,u,f,a,,w,4.14,8.33,,,w,,,f,f,,d,u
9619,e,4.6,f,s,n,f,x,c,w,6.41,9.05,,s,n,,,f,f,,l,w
9620,p,7.46,s,t,r,t,d,,g,4.64,12.12,,t,g,,,f,f,,d,a
9621,p,0.89,b,t,n,f,,c,k,3.35,2.29,,,n,,,t,f,,m,u
9622,e,8.1,x,t,y,t,x,c,y,7.37,13.82,,,w,,,f,f,,d,a
9623,e,1.49,x,w,n,f,,d,k,4.57,2.64,,,w,,,f,f,,g,u
9624,e,7.78,x,d,n,t,p,,r,6.31,12.2,,,y,,,f,f,,d,u
